Id,Time,Number_of_Casualties,Day_of_Week,Road_Type,Speed_limit,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,Junction_Detail,Number_of_Vehicles,Accident_Severity,kmeans5_cluster,gaussian_cluster,agglomerative_cluster
1740,2,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
1741,2,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
1742,1,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
1743,1,1,1.0,3,30.0,1,1,1,1,2,3,1,3,0,0,0
1744,2,1,1.0,3,50.0,4,1,1,1,1,3,1,3,0,2,0
1745,2,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
1746,2,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
1747,3,1,1.0,6,30.0,1,1,1,1,1,6,1,3,2,0,0
1748,2,1,1.0,6,30.0,4,1,2,1,1,3,1,3,3,5,0
1749,2,2,1.0,6,30.0,1,1,1,1,1,6,1,3,2,0,0
1750,2,1,1.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
1751,3,1,1.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
1752,1,2,1.0,6,30.0,1,1,1,2,1,3,1,2,1,6,1
1753,3,1,1.0,7,30.0,4,1,1,1,2,5,1,2,3,2,0
1754,1,1,1.0,6,30.0,1,2,2,1,1,3,1,3,2,0,0
1755,2,1,2.0,6,30.0,1,1,1,1,2,6,1,2,2,4,0
1756,3,1,1.0,6,30.0,4,1,1,1,1,0,1,2,3,5,0
1757,3,1,2.0,6,30.0,4,1,1,1,1,0,1,2,3,5,0
1758,2,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
1759,3,1,1.0,6,30.0,4,1,1,1,1,3,1,2,3,5,0
1760,2,1,1.0,6,30.0,1,1,1,1,2,2,1,2,2,0,0
1761,2,1,1.0,6,30.0,1,8,2,1,1,3,1,3,4,0,0
1762,3,1,1.0,6,30.0,4,1,2,1,1,3,1,2,3,5,0
1763,1,2,1.0,6,30.0,1,1,2,1,1,0,1,3,2,0,0
1764,2,2,1.0,6,30.0,1,1,1,1,1,3,1,2,2,0,0
1765,2,2,1.0,6,30.0,1,1,1,1,1,6,1,3,2,0,0
1766,1,1,1.0,6,30.0,1,1,1,1,1,6,1,3,2,0,0
1767,1,1,1.0,3,40.0,1,1,1,2,1,3,1,3,1,6,0
1768,3,1,1.0,6,30.0,4,1,1,1,1,3,1,3,3,5,0
1769,1,2,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
1770,2,2,1.0,6,30.0,4,1,1,1,1,6,1,3,3,5,0
1771,2,2,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
1772,1,1,1.0,6,30.0,1,1,1,1,1,6,1,3,2,0,0
1773,3,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
1774,3,1,2.0,6,30.0,4,1,1,1,1,3,1,3,3,5,0
1775,2,2,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
1776,3,2,1.0,6,30.0,4,1,1,1,1,3,1,3,3,5,0
1777,3,1,2.0,6,30.0,4,1,1,1,1,3,1,3,3,5,0
1778,1,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
1779,1,1,1.0,6,30.0,1,1,1,1,1,6,1,2,2,0,0
1780,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
1781,3,1,1.0,6,30.0,4,1,1,1,1,3,1,2,3,5,0
1782,1,1,1.0,6,30.0,1,2,2,1,1,3,1,2,2,0,0
1783,3,1,2.0,6,30.0,1,1,1,1,1,6,1,2,2,4,0
1784,1,1,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
1785,3,1,2.0,6,30.0,4,1,1,1,1,6,1,2,3,5,0
1786,1,1,1.0,3,30.0,4,2,2,1,1,0,1,2,0,3,0
1787,2,1,1.0,6,30.0,1,1,2,1,1,3,1,2,2,0,0
1788,3,1,2.0,6,30.0,4,1,1,1,1,3,1,3,3,5,0
1789,2,1,1.0,6,30.0,1,2,2,1,1,3,1,3,2,0,0
1790,2,1,1.0,6,30.0,1,1,1,1,2,1,1,3,2,0,0
1791,3,1,2.0,6,30.0,4,1,1,1,2,0,1,3,3,5,0
1792,3,1,2.0,6,30.0,4,2,2,1,1,0,1,3,3,1,0
1793,2,1,1.0,6,30.0,1,1,1,1,1,6,1,3,2,0,0
1794,1,1,1.0,6,30.0,1,2,2,1,2,6,1,3,2,0,0
1795,1,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
1796,2,1,1.0,3,40.0,1,1,1,1,1,0,1,3,0,0,0
1797,1,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
1798,3,1,1.0,6,30.0,4,2,2,1,2,3,1,3,3,1,0
1799,3,1,2.0,6,30.0,4,1,1,1,1,3,1,3,3,5,0
1800,2,1,2.0,6,30.0,1,1,1,1,1,3,1,3,2,4,0
1801,1,1,1.0,6,30.0,1,1,1,1,1,6,1,3,2,0,0
1802,2,1,1.0,6,60.0,1,2,2,2,1,0,1,2,1,6,1
1803,1,2,1.0,9,60.0,1,1,1,2,1,0,1,2,1,6,1
1804,3,1,2.0,6,60.0,1,5,2,2,1,0,1,1,1,6,1
1805,1,1,1.0,3,70.0,1,1,2,2,1,0,1,2,1,6,1
1806,2,1,1.0,2,30.0,1,1,1,1,1,3,1,2,0,0,0
1807,3,1,1.0,2,30.0,1,1,1,1,1,0,1,3,0,0,0
1808,3,2,1.0,6,30.0,4,2,2,1,1,0,1,3,3,1,0
1809,3,1,1.0,6,30.0,1,1,1,1,1,9,1,3,2,0,0
1810,3,1,1.0,6,30.0,4,4,1,1,1,0,1,3,3,1,0
1811,2,1,1.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
1812,1,1,1.0,6,30.0,1,1,2,1,1,3,1,3,2,0,0
1813,2,1,2.0,6,60.0,1,2,2,2,1,0,1,2,1,6,1
1814,3,1,1.0,6,50.0,1,1,1,1,1,3,1,2,2,0,0
1815,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
1816,2,1,1.0,6,30.0,1,1,1,1,2,1,1,3,2,0,0
1817,2,1,1.0,6,30.0,1,1,1,1,1,6,1,3,2,0,0
1818,2,1,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
1819,2,3,2.0,3,30.0,1,1,1,1,1,0,1,2,0,4,0
1820,2,1,1.0,6,60.0,1,1,2,2,1,0,1,2,1,6,1
1821,3,1,2.0,6,30.0,4,1,1,1,1,0,1,3,3,5,0
1822,3,1,1.0,1,30.0,1,1,1,1,1,1,1,3,0,0,0
1823,2,1,1.0,6,50.0,1,2,2,2,1,0,1,3,1,6,1
1824,3,1,1.0,6,30.0,7,1,1,1,1,0,1,3,3,1,0
1825,2,1,1.0,6,50.0,1,1,1,2,1,3,1,2,1,6,1
1826,2,2,1.0,6,50.0,1,1,1,2,1,3,1,3,1,6,1
1827,3,1,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
1828,3,2,2.0,6,30.0,1,1,2,1,2,3,1,3,2,4,0
1829,2,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
1830,3,1,1.0,6,30.0,4,1,1,1,1,0,1,3,3,5,0
1831,1,1,1.0,6,60.0,1,1,1,2,1,0,1,3,1,6,1
1832,2,1,1.0,6,60.0,1,1,1,2,1,0,1,3,1,6,1
1833,2,1,1.0,6,30.0,1,1,2,2,1,0,1,3,1,6,1
1834,1,1,2.0,6,30.0,1,1,2,1,1,9,1,2,2,4,0
1835,2,1,1.0,6,30.0,4,1,1,1,1,0,1,3,3,5,0
1836,3,1,1.0,6,50.0,4,4,1,1,1,0,1,3,3,1,0
1837,3,1,1.0,6,30.0,4,1,2,1,1,0,1,3,3,5,0
1838,3,1,1.0,6,60.0,6,1,1,2,1,0,1,3,3,1,0
1839,2,1,1.0,6,30.0,1,1,1,1,1,3,1,2,2,0,0
1840,2,2,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
1841,3,1,1.0,6,30.0,4,1,2,1,2,0,1,3,3,5,0
1842,2,1,1.0,6,60.0,1,1,1,2,1,0,1,3,1,6,1
1843,1,1,1.0,6,60.0,1,2,2,2,1,0,1,2,1,6,1
1844,1,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
1845,1,1,1.0,6,30.0,1,4,1,1,2,3,1,3,2,0,0
1846,1,1,1.0,6,30.0,1,4,1,1,1,0,1,3,2,0,0
1847,2,1,2.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
1848,2,2,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
1849,1,1,1.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
1850,2,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
1851,2,1,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
1852,2,1,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
1853,2,1,2.0,6,30.0,1,1,1,2,2,0,1,3,1,6,1
1854,1,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
1855,2,1,1.0,6,30.0,1,1,1,1,1,6,1,1,2,0,0
1856,2,1,1.0,6,30.0,4,1,1,1,2,0,1,3,3,5,0
1857,3,1,2.0,6,60.0,6,1,2,2,1,0,1,2,3,1,0
1858,1,1,1.0,6,30.0,1,1,2,1,1,3,1,3,2,0,0
1859,2,1,1.0,6,30.0,1,1,1,1,1,3,1,2,2,0,0
1860,1,1,1.0,3,30.0,1,1,1,2,2,0,1,2,0,6,0
1861,3,1,2.0,6,40.0,1,1,1,1,1,1,1,2,2,4,0
1862,2,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
1863,3,1,2.0,1,40.0,1,1,1,1,1,1,1,3,0,4,0
1864,2,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
1865,2,1,2.0,6,40.0,1,1,1,1,1,0,1,1,2,4,0
1866,2,1,2.0,2,30.0,1,1,2,1,2,6,1,2,0,4,0
1867,3,1,1.0,6,30.0,4,1,1,1,1,0,1,3,3,5,0
1868,3,1,1.0,6,30.0,1,1,1,1,1,9,1,3,2,0,0
1869,2,2,1.0,6,30.0,1,1,1,1,1,8,1,3,2,0,0
1870,2,2,1.0,6,30.0,1,4,2,1,1,0,1,3,2,0,0
1871,2,1,2.0,6,40.0,1,1,1,2,1,0,1,2,1,6,1
1872,3,1,1.0,1,40.0,1,1,1,2,1,1,1,2,0,6,0
1873,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
1874,1,2,1.0,3,30.0,1,1,1,1,1,0,1,3,0,0,0
1875,2,1,1.0,6,30.0,1,1,1,1,2,3,1,3,2,0,0
1876,2,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
1877,1,1,1.0,1,30.0,1,1,1,1,1,2,1,3,0,0,0
1878,3,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
1879,1,1,1.0,6,40.0,1,1,4,2,1,0,1,3,1,6,0
1880,3,1,2.0,6,30.0,4,2,2,1,1,1,1,3,3,1,0
1881,3,1,1.0,6,30.0,4,2,2,2,1,1,1,2,3,1,0
1882,1,1,1.0,6,60.0,1,1,1,2,1,0,1,3,1,6,1
1883,1,1,1.0,2,30.0,1,1,2,1,1,0,1,3,0,0,0
1884,2,1,1.0,6,30.0,1,1,1,2,1,0,1,2,1,6,1
1885,3,2,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
1886,2,1,2.0,6,60.0,1,1,1,2,1,0,1,3,1,6,1
1887,2,2,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
1888,3,1,1.0,6,50.0,1,1,1,2,1,0,1,3,1,6,1
1889,3,1,2.0,6,30.0,1,1,1,1,2,0,1,2,2,4,0
1890,3,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
1891,2,1,1.0,1,40.0,1,1,1,1,1,1,1,2,0,0,0
1892,1,2,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
1893,2,2,2.0,6,30.0,1,1,2,1,1,3,1,2,2,4,0
1894,1,1,2.0,6,60.0,1,1,1,2,1,0,1,3,1,6,1
1895,2,1,1.0,6,30.0,1,1,1,1,2,0,1,2,2,0,0
1896,2,1,1.0,2,30.0,1,1,1,1,1,3,1,2,0,0,0
1897,3,1,1.0,6,40.0,4,9,-1,1,2,6,1,3,4,1,0
1898,3,1,1.0,6,30.0,4,1,1,1,1,0,1,2,3,5,0
1899,3,1,2.0,6,30.0,1,1,1,1,1,3,1,3,2,4,0
1900,1,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
1901,3,1,2.0,6,30.0,4,1,1,1,1,0,1,3,3,5,0
1902,3,1,1.0,6,30.0,1,1,1,1,2,0,1,2,2,0,0
1903,1,1,1.0,6,50.0,1,1,1,2,1,6,1,3,1,6,1
1904,3,1,2.0,3,70.0,6,1,1,2,1,0,1,2,1,2,0
1905,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
1906,2,2,1.0,6,30.0,1,1,1,1,1,3,1,2,2,0,0
1907,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
1908,1,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
1909,2,1,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
1910,2,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
1911,1,2,1.0,6,30.0,4,1,1,1,1,3,1,3,2,5,0
1912,2,1,1.0,6,30.0,4,9,2,1,2,3,1,2,4,1,0
1913,2,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
1914,2,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
1915,1,1,2.0,6,30.0,1,1,1,1,1,3,1,3,2,4,0
1916,1,1,2.0,6,30.0,1,1,1,1,1,0,1,2,2,4,0
1917,3,1,2.0,7,30.0,4,1,1,2,1,0,1,3,3,2,0
1918,1,2,2.0,9,30.0,1,1,1,1,1,3,1,3,2,4,0
1919,2,1,2.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
1920,1,1,1.0,6,30.0,4,8,4,2,1,0,1,3,4,1,0
1921,3,1,1.0,6,60.0,4,9,-1,2,1,0,1,2,4,1,0
1922,3,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
1923,1,1,2.0,6,30.0,1,1,1,1,1,3,1,2,2,4,0
1924,1,1,2.0,6,30.0,1,9,1,1,2,0,1,3,4,4,0
1925,3,1,1.0,6,30.0,4,1,1,1,1,6,1,3,3,5,0
1926,2,1,1.0,6,30.0,1,1,2,1,1,3,1,2,2,0,0
1927,1,1,1.0,3,30.0,1,8,2,1,1,3,1,3,4,0,0
1928,1,1,1.0,1,30.0,1,1,1,1,1,1,1,3,0,0,0
1929,1,1,2.0,6,30.0,1,1,1,2,2,3,1,3,1,6,1
1930,2,1,2.0,1,70.0,1,1,1,2,2,1,1,3,1,6,1
1931,3,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
1932,2,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
1933,2,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
1934,2,2,2.0,6,30.0,1,1,1,1,1,3,1,3,2,4,0
1935,1,1,2.0,2,30.0,1,1,1,1,2,0,1,3,0,4,0
1936,1,1,1.0,6,30.0,1,1,2,2,1,0,1,3,1,6,1
1937,1,2,1.0,2,30.0,1,1,1,1,1,3,1,3,0,0,0
1938,2,1,1.0,2,20.0,1,1,1,1,1,6,1,3,0,0,0
1939,2,1,1.0,6,40.0,7,1,1,2,1,0,1,3,3,1,0
1940,3,1,1.0,6,30.0,4,1,1,1,1,3,1,3,3,5,0
1941,1,1,1.0,6,30.0,1,1,1,1,1,9,1,3,2,0,0
1942,2,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
1943,3,1,2.0,6,30.0,1,1,2,2,2,0,1,3,1,6,1
1944,3,1,1.0,6,30.0,6,1,1,2,2,0,1,3,3,1,0
1945,1,1,2.0,2,30.0,1,1,1,2,2,0,1,3,0,6,0
1946,2,1,1.0,6,30.0,1,1,2,1,1,2,1,2,2,0,0
1947,2,1,2.0,6,30.0,1,1,1,1,1,0,1,2,2,4,0
1948,3,1,1.0,6,20.0,1,1,1,1,1,3,1,3,2,0,0
1949,1,1,1.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
1950,1,1,1.0,1,30.0,1,1,1,1,1,1,1,3,0,0,0
1951,3,1,1.0,6,40.0,1,1,2,2,1,3,1,2,1,6,1
1952,2,1,1.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
1953,3,1,2.0,6,30.0,4,1,1,1,1,9,1,3,3,5,0
1954,1,1,1.0,3,40.0,1,1,1,2,1,0,1,2,1,6,0
1955,2,1,1.0,6,30.0,1,1,2,1,1,3,1,3,2,0,0
1956,2,1,2.0,6,30.0,1,1,1,1,1,2,1,3,2,4,0
1957,3,1,1.0,6,30.0,4,1,1,2,1,0,1,3,3,1,0
1958,2,1,1.0,6,30.0,1,1,1,2,2,0,1,3,1,6,1
1959,1,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
1960,3,1,1.0,6,30.0,4,1,1,2,1,0,1,2,3,1,0
1961,2,1,1.0,6,60.0,6,8,2,2,1,0,1,3,4,1,0
1962,3,1,1.0,6,60.0,6,1,1,2,1,0,1,2,3,1,0
1963,1,2,1.0,6,30.0,4,1,1,2,2,3,1,2,1,1,0
1964,2,1,1.0,1,40.0,1,1,1,1,1,1,1,2,0,0,0
1965,1,1,2.0,6,30.0,1,1,1,1,1,0,1,2,2,4,0
1966,3,1,1.0,1,30.0,1,1,1,1,1,1,1,3,0,0,0
1967,2,1,1.0,6,20.0,1,1,1,1,2,0,1,3,2,0,0
1968,1,1,1.0,2,30.0,1,1,1,1,1,6,1,2,0,0,0
1969,2,2,1.0,2,30.0,1,1,1,1,2,0,1,3,0,0,0
1970,1,1,1.0,1,30.0,1,1,2,1,1,1,1,3,0,0,0
1971,1,1,1.0,1,30.0,1,1,1,2,1,1,1,2,0,6,0
1972,1,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
1973,2,1,2.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
1974,3,1,1.0,6,30.0,4,1,1,1,1,0,1,3,3,5,0
1975,3,1,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
1976,2,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
1977,3,1,1.0,6,30.0,4,1,1,1,1,3,1,2,3,5,0
1978,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
1979,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
1980,2,1,2.0,6,30.0,1,1,1,1,2,3,1,3,2,4,0
1981,2,1,1.0,6,20.0,4,1,1,1,1,0,1,3,3,1,0
1982,2,1,1.0,6,30.0,4,1,2,1,1,0,1,3,3,5,0
1983,1,1,1.0,6,40.0,1,8,4,2,1,3,1,2,4,6,0
1984,1,1,1.0,6,30.0,1,1,4,1,1,3,1,2,2,0,0
1985,3,1,1.0,6,30.0,4,1,1,1,1,0,1,3,3,5,0
1986,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
1987,1,3,1.0,6,50.0,1,1,2,2,1,0,1,3,1,6,1
1988,1,1,1.0,6,30.0,7,1,1,1,1,0,1,2,3,1,0
1989,2,1,1.0,6,40.0,5,1,2,1,1,0,1,3,3,1,0
1990,2,1,2.0,2,30.0,1,1,1,1,1,0,1,3,0,4,0
1991,1,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
1992,2,1,1.0,6,30.0,1,1,1,1,1,3,1,2,2,0,0
1993,3,1,2.0,6,30.0,1,1,1,1,1,0,1,2,2,4,0
1994,1,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
1995,1,1,1.0,6,30.0,1,1,2,2,1,0,1,3,1,6,1
1996,1,1,2.0,6,40.0,1,1,1,2,1,0,1,3,1,6,1
1997,3,1,1.0,6,30.0,7,1,1,1,2,0,1,3,3,1,0
1998,3,1,1.0,3,70.0,1,1,1,1,1,3,1,2,0,2,1
1999,1,1,2.0,6,60.0,1,1,2,2,1,0,1,2,1,6,1
2000,1,1,1.0,6,40.0,1,1,4,2,1,3,1,3,1,6,0
2001,1,1,1.0,6,30.0,1,1,2,2,1,0,1,3,1,6,1
2002,2,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
2003,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
2004,2,1,2.0,6,30.0,1,1,1,1,1,7,1,3,2,4,0
2005,1,1,1.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
2006,3,1,2.0,2,30.0,4,1,1,1,1,3,1,2,0,3,0
2007,1,1,1.0,6,30.0,1,7,2,1,1,3,1,3,4,0,0
2008,1,1,2.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
2009,1,1,1.0,3,70.0,1,1,1,2,1,0,1,3,1,6,1
2010,2,1,1.0,9,30.0,1,1,1,1,1,3,1,2,2,0,0
2011,1,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
2012,1,1,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
2013,1,2,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
2014,3,1,1.0,6,40.0,4,1,1,2,1,0,1,2,3,1,0
2015,2,1,1.0,6,30.0,1,1,1,1,2,3,1,3,2,0,0
2016,3,1,1.0,3,30.0,4,1,1,1,1,3,1,3,3,3,0
2017,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
2018,3,1,2.0,6,30.0,4,1,1,1,1,9,1,3,3,5,0
2019,2,1,1.0,6,60.0,1,1,1,2,1,0,1,3,1,6,1
2020,1,1,2.0,6,50.0,1,1,1,2,1,0,1,2,1,6,1
2021,2,1,2.0,6,30.0,1,1,1,1,1,0,1,2,2,4,0
2022,2,1,1.0,6,40.0,1,1,1,2,1,3,1,2,1,6,1
2023,1,1,1.0,6,40.0,1,1,1,2,1,0,1,2,1,6,1
2024,1,1,1.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
2025,2,1,1.0,6,30.0,7,1,2,1,1,0,1,3,3,1,0
2026,2,1,1.0,2,30.0,1,1,1,1,1,0,1,3,0,0,0
2027,3,1,1.0,6,30.0,4,1,1,1,2,3,1,2,3,5,0
2028,2,1,1.0,3,30.0,6,1,1,2,1,0,1,2,3,3,0
2029,3,2,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
2030,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
2031,2,1,1.0,6,60.0,1,1,1,2,2,0,1,3,1,6,1
2032,1,1,1.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
2033,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
2034,1,1,2.0,3,30.0,1,1,1,2,1,0,1,3,0,6,0
2035,1,2,1.0,6,30.0,1,2,2,1,1,0,1,3,2,0,0
2036,3,1,2.0,6,60.0,1,1,1,2,1,3,1,3,1,6,1
2037,2,2,1.0,6,30.0,1,1,1,1,1,3,1,2,2,0,0
2038,2,1,2.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
2039,2,1,1.0,1,30.0,1,1,1,2,1,1,1,2,0,6,0
2040,1,1,1.0,2,20.0,1,1,1,1,2,6,1,3,0,0,0
2041,3,1,1.0,6,30.0,1,1,1,1,1,3,1,2,2,0,0
2042,3,1,1.0,6,60.0,1,1,1,2,1,0,1,3,1,6,1
2043,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
2044,3,1,2.0,6,60.0,1,1,1,2,1,0,1,1,1,6,1
2045,2,1,2.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
2046,2,1,2.0,6,30.0,4,1,1,1,1,0,1,2,3,5,0
2047,3,1,2.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
2048,3,1,1.0,6,30.0,4,1,1,1,1,6,1,3,3,5,0
2049,1,1,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
2050,2,1,1.0,6,60.0,1,1,1,2,1,9,1,1,1,6,1
2051,2,1,1.0,6,30.0,1,1,1,2,1,3,1,3,1,6,1
2052,2,1,2.0,6,60.0,1,9,1,2,2,3,1,2,4,6,0
2053,2,2,2.0,6,30.0,1,1,1,2,1,0,1,2,1,6,1
2054,3,1,1.0,6,30.0,6,1,1,1,1,0,1,3,3,1,0
2055,1,1,2.0,1,30.0,1,1,1,1,1,1,1,3,0,4,0
2056,3,1,1.0,6,60.0,6,1,1,2,1,0,1,2,3,1,0
2057,2,2,1.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
2058,2,1,1.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
2059,1,1,2.0,6,60.0,1,1,1,2,1,0,1,3,1,6,1
2060,3,1,1.0,6,20.0,1,1,1,1,1,0,1,2,2,0,0
2061,1,2,1.0,6,40.0,1,1,2,2,2,6,1,2,1,6,1
2062,2,1,2.0,6,30.0,4,2,2,1,1,9,1,3,3,1,0
2063,3,1,1.0,9,20.0,1,1,1,1,2,0,1,2,2,0,0
2064,1,1,2.0,6,30.0,1,1,1,1,1,0,1,2,2,4,0
2065,2,2,1.0,6,30.0,1,1,1,1,1,7,1,2,2,0,0
2066,3,1,1.0,6,30.0,4,1,2,2,1,0,1,3,3,1,0
2067,2,1,1.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
2068,1,1,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
2069,2,1,1.0,6,30.0,1,4,1,1,2,3,1,3,2,0,0
2070,1,1,1.0,1,30.0,1,1,1,1,2,1,1,3,0,0,0
2071,2,1,1.0,2,30.0,1,1,1,1,1,3,1,3,0,0,0
2072,2,1,2.0,6,30.0,1,1,1,1,1,3,1,3,2,4,0
2073,1,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
2074,2,1,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
2075,3,1,1.0,6,30.0,4,1,1,1,1,3,1,3,3,5,0
2076,3,1,1.0,6,30.0,4,1,1,1,2,6,1,2,3,5,0
2077,3,1,1.0,6,30.0,1,1,1,1,2,3,1,3,2,0,0
2078,2,3,2.0,6,20.0,1,1,1,2,1,0,1,2,1,6,1
2079,1,2,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
2080,1,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
2081,3,2,1.0,6,30.0,1,1,1,1,1,6,1,2,2,0,0
2082,1,1,1.0,6,30.0,1,1,1,1,1,3,1,2,2,0,0
2083,1,2,2.0,6,30.0,1,1,1,1,1,3,1,2,2,4,0
2084,1,1,1.0,6,30.0,1,1,1,1,1,6,1,3,2,0,0
2085,3,1,1.0,6,30.0,1,1,1,1,1,6,1,3,2,0,0
2086,3,2,1.0,6,30.0,4,1,1,1,1,8,1,2,3,5,0
2087,1,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
2088,2,1,1.0,6,30.0,5,4,1,1,1,0,1,3,3,1,0
2089,3,1,1.0,6,30.0,4,2,2,1,1,0,1,3,3,1,0
2090,2,1,1.0,6,30.0,4,1,1,1,2,3,1,3,3,5,0
2091,2,1,1.0,6,30.0,1,1,1,1,1,6,1,3,2,0,0
2092,1,2,1.0,2,30.0,1,1,1,1,1,6,1,3,0,0,0
2093,2,1,1.0,2,30.0,1,1,1,1,1,6,1,3,0,0,0
