Id,Time,Number_of_Casualties,Day_of_Week,Road_Type,Speed_limit,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,Junction_Detail,Number_of_Vehicles,Accident_Severity,kmeans5_cluster,gaussian_cluster,agglomerative_cluster
2676,2,1,1.0,6,30.0,1,1,1,1,1,3,1,2,2,0,0
2677,2,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
2678,1,1,1.0,6,30.0,1,8,2,1,1,0,1,3,4,0,0
2679,1,1,2.0,6,30.0,1,1,2,1,1,3,1,2,2,4,0
2680,3,2,1.0,6,30.0,6,1,2,1,1,3,1,2,3,1,0
2681,2,2,2.0,6,30.0,1,1,1,1,2,0,1,3,2,4,0
2682,2,1,1.0,6,60.0,1,1,4,2,1,0,1,2,1,6,0
2683,2,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
2684,1,1,1.0,6,60.0,1,1,2,2,1,0,1,1,1,6,1
2685,3,1,2.0,6,30.0,4,2,2,1,1,3,1,3,3,1,0
2686,1,1,1.0,6,60.0,1,1,1,2,2,3,1,2,1,6,1
2687,3,1,1.0,6,30.0,7,1,1,2,2,0,1,3,3,1,0
2688,1,1,2.0,6,60.0,1,1,1,2,1,0,1,3,1,6,1
2689,1,1,2.0,6,60.0,1,1,1,2,1,0,1,3,1,6,1
2690,2,1,1.0,6,40.0,1,1,1,2,1,3,1,2,1,6,1
2691,2,1,2.0,6,60.0,1,1,1,2,1,3,1,2,1,6,1
2692,1,1,1.0,6,30.0,1,1,1,2,1,3,1,3,1,6,1
2693,3,1,1.0,6,30.0,4,1,1,1,1,3,1,2,3,5,0
2694,2,2,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
2695,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
2696,1,1,1.0,6,60.0,1,1,1,2,1,0,1,3,1,6,1
2697,2,1,2.0,6,60.0,1,2,2,2,1,0,1,3,1,6,1
2698,1,1,2.0,6,60.0,1,1,2,2,2,0,1,3,1,6,1
2699,3,1,1.0,6,30.0,4,2,2,1,2,0,1,3,3,1,0
2700,1,1,1.0,6,60.0,1,1,2,2,1,0,1,2,1,6,1
2701,1,1,2.0,6,30.0,1,1,2,1,1,3,1,2,2,4,0
2702,3,1,1.0,6,30.0,4,1,1,1,1,0,1,2,3,5,0
2703,2,1,1.0,6,30.0,1,2,2,1,2,3,1,3,2,0,0
2704,1,1,2.0,6,60.0,1,1,1,2,1,0,1,3,1,6,1
2705,2,1,1.0,6,30.0,1,1,2,1,1,0,1,3,2,0,0
2706,2,1,1.0,6,30.0,1,1,1,2,1,0,1,2,1,6,1
2707,1,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
2708,1,1,1.0,6,40.0,1,1,1,1,1,0,1,3,2,0,0
2709,3,1,1.0,6,30.0,4,1,1,1,1,0,1,3,3,5,0
2710,2,1,2.0,6,30.0,1,1,1,1,2,3,1,2,2,4,0
2711,2,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
2712,3,1,1.0,6,30.0,4,1,1,1,1,3,1,3,3,5,0
2713,1,1,1.0,6,30.0,1,1,1,1,2,0,1,2,2,0,0
2714,2,1,2.0,6,30.0,1,1,1,2,2,0,1,2,1,6,1
2715,3,1,1.0,6,50.0,4,4,1,2,1,0,1,3,1,1,0
2716,1,1,1.0,6,30.0,1,1,1,2,1,3,1,2,1,6,1
2717,2,1,1.0,6,30.0,1,1,1,2,2,3,1,2,1,6,1
2718,2,1,1.0,6,30.0,1,1,1,1,1,3,1,2,2,0,0
2719,3,1,1.0,6,30.0,1,4,2,1,1,0,1,2,2,0,0
2720,1,1,2.0,6,30.0,1,1,2,1,1,6,1,2,2,4,0
2721,2,1,1.0,3,40.0,1,1,1,1,1,0,1,3,0,0,0
2722,2,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
2723,2,1,1.0,3,30.0,1,1,1,1,2,0,1,3,0,0,0
2724,2,1,2.0,6,30.0,1,1,1,1,1,8,1,2,2,4,0
2725,2,2,1.0,6,30.0,1,1,2,1,1,6,1,3,2,0,0
2726,2,1,1.0,6,30.0,1,1,1,1,1,3,1,2,2,0,0
2727,1,2,1.0,3,30.0,1,1,4,1,1,3,1,3,0,0,0
2728,1,2,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
2729,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
2730,3,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
2731,3,1,1.0,2,30.0,4,1,1,1,1,0,1,3,0,3,0
2732,3,1,1.0,6,60.0,1,1,1,2,2,0,1,3,1,6,1
2733,2,1,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
2734,2,1,1.0,2,30.0,1,1,1,1,2,0,1,3,0,0,0
2735,2,1,1.0,6,30.0,1,1,1,2,1,3,1,2,1,6,1
2736,2,2,2.0,6,30.0,1,1,1,1,1,0,1,2,2,4,0
2737,2,1,1.0,6,60.0,1,1,1,2,1,0,1,3,1,6,1
2738,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
2739,3,1,2.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
2740,1,1,2.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
2741,3,1,1.0,6,30.0,1,1,1,1,1,6,1,2,2,0,0
2742,2,1,1.0,6,30.0,1,1,1,1,2,3,1,3,2,0,0
2743,1,2,1.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
2744,2,2,1.0,6,40.0,1,1,1,2,1,0,1,2,1,6,1
2745,1,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
2746,1,1,1.0,6,60.0,1,1,4,2,1,0,1,2,1,6,0
2747,1,1,1.0,6,30.0,1,5,2,1,1,3,1,2,2,0,0
2748,2,2,2.0,6,30.0,1,1,1,1,1,3,1,2,2,4,0
2749,2,1,1.0,6,60.0,1,1,1,2,2,0,1,2,1,6,1
2750,2,1,1.0,6,30.0,1,9,-1,2,2,0,1,2,4,6,0
2751,2,1,1.0,6,40.0,1,1,1,2,1,0,1,3,1,6,1
2752,2,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
2753,2,1,1.0,2,30.0,1,1,1,1,2,3,1,3,0,0,0
2754,1,1,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
2755,3,1,2.0,6,30.0,4,1,1,1,2,6,1,2,3,5,0
2756,2,1,1.0,3,30.0,1,1,1,1,2,0,1,3,0,0,0
2757,1,1,1.0,6,60.0,1,1,4,2,1,0,1,3,1,6,0
2758,2,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
2759,2,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
2760,3,1,2.0,6,30.0,6,1,1,2,1,0,1,2,3,1,0
2761,1,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
2762,2,1,2.0,2,40.0,1,1,1,1,1,0,1,2,0,4,0
2763,2,1,1.0,6,60.0,1,1,1,2,1,0,1,1,1,6,1
2764,1,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
2765,3,1,1.0,6,30.0,4,1,1,1,2,0,1,2,3,5,0
2766,2,2,1.0,6,30.0,1,1,1,2,1,0,1,2,1,6,1
2767,1,1,1.0,6,40.0,1,1,1,1,2,0,1,2,2,0,0
2768,1,1,1.0,6,30.0,1,1,2,1,1,3,1,3,2,0,0
2769,2,2,1.0,6,30.0,1,1,1,1,1,6,1,2,2,0,0
2770,3,1,1.0,6,30.0,1,4,1,1,1,6,1,2,2,0,0
2771,2,1,2.0,6,30.0,1,1,1,1,1,3,1,3,2,4,0
2772,3,1,2.0,6,30.0,1,2,2,1,1,0,1,3,2,4,0
2773,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
2774,2,1,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
2775,2,1,1.0,6,20.0,1,1,1,1,1,0,1,3,2,0,0
2776,2,1,2.0,6,30.0,1,1,1,1,1,0,1,2,2,4,0
2777,2,1,1.0,6,30.0,1,1,1,2,1,0,1,2,1,6,1
2778,1,1,1.0,6,20.0,1,1,1,1,1,0,1,2,2,0,0
2779,1,2,1.0,6,30.0,1,8,1,1,2,3,1,3,4,0,0
2780,3,1,2.0,6,20.0,4,1,1,1,1,0,1,3,3,1,0
2781,3,2,1.0,6,30.0,1,1,1,2,2,0,1,3,1,6,1
2782,1,1,2.0,6,40.0,1,1,1,2,1,0,1,2,1,6,1
2783,1,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
2784,2,1,1.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
2785,1,1,1.0,6,20.0,1,1,1,1,1,7,1,3,2,0,0
2786,1,1,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
2787,1,1,1.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
2788,3,1,1.0,6,30.0,4,1,1,1,1,3,1,2,3,5,0
2789,3,2,1.0,6,60.0,1,1,1,2,2,0,1,2,1,6,1
2790,3,1,2.0,2,30.0,4,1,1,1,1,0,1,3,0,3,0
2791,3,2,2.0,6,20.0,4,1,1,1,1,0,1,2,3,1,0
2792,2,1,1.0,6,30.0,1,1,1,1,2,9,1,2,2,0,0
2793,1,1,1.0,6,30.0,1,1,1,1,2,0,1,2,2,0,0
2794,2,1,1.0,6,30.0,1,1,1,1,2,9,1,3,2,0,0
2795,1,1,1.0,6,30.0,1,1,1,1,1,9,1,2,2,0,0
2796,3,1,1.0,6,30.0,4,1,2,1,1,0,1,3,3,5,0
2797,1,1,1.0,3,40.0,1,2,2,1,1,0,1,2,0,0,0
2798,1,1,1.0,3,40.0,1,1,1,1,1,0,1,3,0,0,0
2799,1,1,2.0,1,30.0,1,1,2,1,1,1,1,2,0,4,0
2800,1,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
2801,1,1,2.0,6,60.0,1,1,1,2,1,0,1,3,1,6,1
2802,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
2803,1,1,1.0,6,20.0,1,1,1,1,1,6,1,2,2,0,0
2804,2,1,1.0,6,30.0,1,1,1,2,1,3,1,3,1,6,1
2805,1,1,1.0,6,60.0,1,1,1,2,1,0,1,1,1,6,1
2806,1,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
2807,1,1,1.0,6,30.0,1,1,2,1,1,3,1,3,2,0,0
2808,1,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
2809,1,1,1.0,6,30.0,1,1,1,1,2,3,1,3,2,0,0
2810,1,1,1.0,6,30.0,1,1,1,1,1,3,1,2,2,0,0
2811,2,1,1.0,6,30.0,1,1,1,2,1,3,1,3,1,6,1
2812,2,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
2813,3,1,2.0,6,30.0,4,1,1,1,1,0,1,3,3,5,0
2814,2,2,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
2815,3,1,1.0,6,40.0,6,1,1,1,2,3,1,3,3,1,0
2816,2,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
2817,3,1,2.0,6,30.0,4,1,1,2,1,0,1,3,3,1,0
2818,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
2819,3,1,1.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
2820,3,1,1.0,6,40.0,6,1,1,2,1,0,1,2,3,1,0
2821,3,1,1.0,6,30.0,6,1,1,2,2,0,1,3,3,1,0
2822,3,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
2823,2,2,1.0,6,40.0,1,1,1,2,1,0,1,2,1,6,1
2824,1,1,1.0,6,20.0,1,1,1,1,1,0,1,2,2,0,0
2825,1,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
2826,2,1,2.0,6,60.0,1,1,2,2,2,0,1,2,1,6,1
2827,3,1,1.0,6,30.0,4,1,1,1,1,0,1,2,3,5,0
2828,2,1,1.0,6,40.0,1,1,2,2,1,3,1,2,1,6,1
2829,2,1,1.0,6,30.0,1,1,1,1,2,1,1,2,2,0,0
2830,2,1,1.0,6,30.0,4,1,1,1,1,0,1,3,3,5,0
2831,1,1,1.0,6,60.0,1,1,4,2,1,0,1,3,1,6,0
2832,2,2,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
2833,2,1,1.0,6,30.0,1,1,2,1,1,0,1,2,2,0,0
2834,1,1,2.0,6,30.0,1,1,2,2,1,0,1,3,1,6,1
2835,1,1,1.0,6,30.0,1,1,4,1,1,1,1,3,2,0,0
2836,1,1,1.0,6,40.0,1,1,1,2,1,0,1,2,1,6,1
2837,1,1,1.0,6,30.0,1,1,2,1,1,0,1,2,2,0,0
2838,3,1,1.0,2,30.0,4,2,2,1,1,3,1,2,0,3,0
2839,2,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
2840,2,1,1.0,1,30.0,1,1,1,1,1,1,1,3,0,0,0
2841,1,2,1.0,6,30.0,1,9,1,1,1,3,1,3,4,0,0
2842,2,1,2.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
2843,1,1,1.0,6,30.0,1,1,1,2,1,0,1,2,1,6,1
2844,1,1,1.0,6,30.0,1,1,2,2,1,0,1,3,1,6,1
2845,1,1,2.0,6,30.0,1,9,1,1,1,3,1,2,4,4,0
2846,2,1,2.0,6,30.0,1,1,2,1,1,0,1,2,2,4,0
2847,2,1,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
2848,2,1,1.0,6,50.0,1,1,1,2,1,0,1,3,1,6,1
2849,1,1,1.0,6,30.0,1,9,1,1,1,2,1,2,4,0,0
2850,1,1,1.0,6,40.0,1,1,1,1,1,3,1,2,2,0,0
2851,3,1,1.0,6,50.0,1,1,1,2,1,0,1,3,1,6,1
2852,3,1,1.0,6,60.0,7,1,1,2,1,0,1,2,3,1,0
2853,3,1,1.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
2854,1,1,1.0,6,60.0,1,1,1,2,1,3,1,2,1,6,1
2855,1,1,2.0,6,50.0,1,1,1,2,1,6,1,3,1,6,1
2856,2,1,1.0,6,30.0,1,1,1,2,1,2,1,2,1,6,1
2857,3,1,1.0,6,60.0,6,9,1,2,1,0,1,2,4,1,0
2858,2,1,1.0,6,60.0,1,1,1,2,1,3,1,2,1,6,1
2859,2,1,1.0,6,30.0,1,1,1,1,1,1,1,3,2,0,0
2860,2,1,1.0,6,30.0,1,1,1,1,2,3,1,3,2,0,0
2861,3,1,1.0,6,60.0,1,1,1,2,2,0,1,2,1,6,1
2862,1,1,1.0,6,40.0,1,1,1,2,1,0,1,3,1,6,1
2863,3,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
2864,2,1,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
2865,3,1,1.0,1,40.0,1,1,1,2,1,1,1,2,0,6,0
2866,3,1,1.0,6,30.0,4,1,1,1,2,6,1,3,3,5,0
2867,3,1,1.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
2868,3,1,2.0,6,30.0,1,1,1,1,1,3,1,3,2,4,0
2869,1,1,2.0,6,40.0,1,1,1,2,1,0,1,3,1,6,1
2870,1,1,2.0,1,30.0,1,1,1,2,1,1,1,3,0,6,0
2871,1,1,1.0,6,40.0,1,1,1,2,1,0,1,2,1,6,1
2872,1,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
2873,1,1,1.0,6,30.0,1,1,1,1,2,0,1,2,2,0,0
2874,1,1,1.0,6,30.0,1,1,-1,1,2,0,1,2,2,0,0
2875,1,1,1.0,3,40.0,1,1,2,2,1,0,1,3,1,6,0
2876,1,1,2.0,6,30.0,1,2,2,1,1,0,1,2,2,4,0
2877,2,1,2.0,6,30.0,1,2,2,1,1,3,1,3,2,4,0
2878,2,1,1.0,6,50.0,1,1,1,2,1,0,1,2,1,6,1
2879,1,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
2880,2,1,2.0,6,60.0,1,1,1,2,1,0,1,3,1,6,1
2881,1,1,1.0,6,30.0,1,9,1,1,2,0,1,2,4,0,0
2882,1,1,1.0,6,60.0,1,1,1,2,1,0,1,3,1,6,1
2883,3,1,1.0,3,30.0,4,1,2,2,1,3,1,2,3,3,0
2884,1,1,1.0,6,50.0,1,1,2,2,1,0,1,3,1,6,1
2885,2,1,2.0,6,30.0,1,8,2,1,2,6,1,3,4,4,0
2886,3,1,1.0,6,50.0,4,1,1,1,1,0,1,3,3,1,0
2887,3,1,1.0,6,30.0,4,8,2,1,1,0,1,3,4,1,0
2888,3,1,1.0,6,40.0,6,1,1,1,1,0,1,3,3,1,0
2889,2,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
2890,1,1,1.0,1,30.0,1,9,2,1,2,1,1,3,4,0,0
2891,3,1,1.0,6,30.0,4,5,2,1,1,0,1,2,3,1,0
2892,2,1,2.0,3,60.0,1,2,2,2,1,0,1,1,1,6,1
2893,1,2,2.0,6,30.0,1,1,2,2,1,6,1,2,1,6,1
2894,2,2,1.0,6,30.0,1,9,2,2,1,0,1,3,4,6,0
2895,1,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
2896,1,1,2.0,6,40.0,1,1,1,1,1,0,1,2,2,4,0
2897,1,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
2898,3,1,1.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
2899,2,1,2.0,6,30.0,1,9,1,2,2,0,1,3,4,6,0
2900,2,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
2901,3,1,1.0,6,30.0,1,9,1,1,1,0,1,3,4,0,0
2902,2,1,1.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
2903,2,2,1.0,6,30.0,1,1,1,2,1,3,1,3,1,6,1
2904,1,1,1.0,6,60.0,1,1,1,2,1,3,1,3,1,6,1
2905,1,1,2.0,6,60.0,1,1,1,2,2,0,1,2,1,6,1
2906,3,1,1.0,6,30.0,4,1,1,1,2,0,1,3,3,5,0
2907,3,2,2.0,6,30.0,1,1,1,1,1,3,2,1,2,4,0
2908,3,1,1.0,6,60.0,1,1,1,2,1,0,1,3,1,6,1
2909,1,1,1.0,6,30.0,1,1,1,1,1,6,1,2,2,0,0
2910,1,1,2.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
2911,2,1,1.0,6,40.0,1,1,1,1,1,3,1,3,2,0,0
2912,1,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
2913,2,1,1.0,2,30.0,1,1,1,1,1,0,1,3,0,0,0
2914,1,1,2.0,6,60.0,1,9,1,2,1,0,1,2,4,6,0
2915,1,1,1.0,6,30.0,1,9,1,2,2,0,1,2,4,6,0
2916,2,2,2.0,6,20.0,1,1,1,2,1,0,1,3,1,6,1
2917,3,1,1.0,6,30.0,7,1,1,1,1,0,1,3,3,1,0
2918,3,1,1.0,6,30.0,4,1,1,1,1,0,1,3,3,5,0
2919,1,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
2920,2,1,1.0,6,30.0,1,1,1,2,1,3,1,3,1,6,1
2921,3,1,1.0,6,30.0,4,1,1,1,1,0,1,3,3,5,0
2922,3,1,1.0,6,30.0,6,1,2,1,1,0,1,2,3,1,0
2923,3,1,2.0,2,30.0,1,8,1,1,1,0,1,3,4,4,0
2924,1,1,1.0,6,30.0,1,2,2,1,1,0,1,3,2,0,0
2925,2,1,2.0,6,60.0,1,1,1,2,2,0,1,3,1,6,1
2926,2,1,1.0,2,30.0,1,2,2,1,2,0,1,3,0,0,0
2927,1,1,1.0,6,30.0,1,1,2,2,1,3,1,3,1,6,1
2928,1,1,2.0,1,30.0,1,1,2,2,2,1,1,3,0,6,0
2929,2,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
2930,1,1,1.0,6,60.0,1,1,1,2,1,6,1,3,1,6,1
2931,1,1,1.0,6,30.0,1,1,1,1,2,3,1,3,2,0,0
2932,2,1,2.0,6,30.0,1,1,1,1,1,0,1,2,2,4,0
2933,1,1,1.0,6,30.0,1,1,2,1,1,0,1,3,2,0,0
2934,1,1,1.0,6,30.0,1,1,4,2,1,3,1,2,1,6,0
2935,2,1,2.0,6,40.0,4,1,2,1,1,0,1,3,3,1,0
2936,3,1,2.0,6,60.0,6,1,2,2,2,0,1,3,3,1,0
2937,2,2,1.0,6,30.0,1,1,1,1,1,3,1,2,2,0,0
2938,3,1,2.0,6,30.0,4,1,1,1,1,0,1,2,3,5,0
2939,2,1,2.0,6,40.0,1,1,2,2,1,0,1,2,1,6,1
2940,1,1,2.0,6,30.0,1,1,2,1,1,3,1,3,2,4,0
2941,1,1,1.0,6,60.0,1,1,2,2,1,0,1,3,1,6,1
2942,1,1,1.0,2,30.0,1,1,1,1,1,3,1,3,0,0,0
2943,2,1,1.0,6,40.0,1,1,2,2,1,0,1,3,1,6,1
2944,3,1,2.0,6,60.0,1,2,2,2,1,0,1,3,1,6,1
2945,3,1,1.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
2946,2,1,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
2947,3,1,2.0,6,40.0,1,1,1,2,1,0,1,3,1,6,1
2948,3,2,1.0,3,20.0,4,1,1,1,1,3,1,2,3,3,0
2949,1,1,1.0,6,30.0,1,1,1,1,1,1,1,2,2,0,0
2950,2,1,2.0,6,20.0,1,1,1,1,1,3,1,2,2,4,0
2951,2,1,1.0,6,30.0,1,1,1,1,1,6,1,2,2,0,0
2952,2,1,1.0,6,40.0,1,1,1,2,1,0,1,2,1,6,1
2953,3,1,2.0,6,20.0,4,1,1,1,1,0,1,3,3,1,0
2954,1,2,1.0,6,30.0,1,1,1,1,1,6,1,2,2,0,0
2955,3,1,1.0,6,30.0,4,1,1,1,1,0,1,2,3,5,0
2956,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
2957,2,1,2.0,6,30.0,1,1,1,1,1,3,1,2,2,4,0
2958,1,1,1.0,6,30.0,1,1,4,1,1,6,1,2,2,0,0
2959,1,2,1.0,6,40.0,1,1,1,1,1,0,1,3,2,0,0
2960,1,1,1.0,6,60.0,1,1,1,2,1,0,1,2,1,6,1
2961,1,1,1.0,6,40.0,1,1,2,2,1,9,1,2,1,6,1
2962,2,1,1.0,2,30.0,1,1,2,1,2,0,1,2,0,0,0
2963,2,1,2.0,6,30.0,1,1,1,1,2,0,1,2,2,4,0
2964,3,2,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
2965,2,1,2.0,6,40.0,1,1,1,2,1,0,1,2,1,6,1
2966,2,2,1.0,6,30.0,1,1,1,1,2,0,1,3,2,0,0
2967,1,1,2.0,6,30.0,1,1,1,1,2,0,1,2,2,4,0
2968,2,1,1.0,6,20.0,1,1,1,1,2,0,1,3,2,0,0
2969,1,1,1.0,6,20.0,4,2,2,1,1,3,1,3,2,1,0
2970,3,1,1.0,6,30.0,6,1,1,1,2,3,1,3,3,1,0
2971,1,1,2.0,6,30.0,1,1,1,1,1,0,1,3,2,4,0
2972,2,1,1.0,6,30.0,1,2,2,1,1,0,1,3,2,0,0
2973,1,2,1.0,1,30.0,1,1,1,1,1,1,1,3,0,0,0
2974,1,1,2.0,6,30.0,1,1,1,2,1,0,1,2,1,6,1
2975,1,2,1.0,6,30.0,1,1,1,1,1,6,1,3,2,0,0
2976,3,1,1.0,6,30.0,1,1,1,1,1,3,1,2,2,0,0
2977,2,1,2.0,6,30.0,1,1,1,2,1,0,1,2,1,6,1
2978,3,1,2.0,6,30.0,4,1,1,1,2,6,1,3,3,5,0
2979,2,1,1.0,6,30.0,1,1,1,2,1,0,1,2,1,6,1
2980,3,1,1.0,6,60.0,6,1,1,2,2,0,1,3,3,1,0
2981,3,1,1.0,6,40.0,1,1,1,2,1,3,1,3,1,6,1
2982,2,1,1.0,3,50.0,1,1,1,1,1,0,1,3,0,0,0
2983,1,1,2.0,3,30.0,1,1,1,1,1,0,1,2,0,4,0
2984,2,1,2.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
2985,2,1,1.0,6,30.0,1,1,1,1,1,6,1,3,2,0,0
2986,2,1,1.0,6,30.0,1,1,1,1,1,0,1,2,2,0,0
2987,3,1,1.0,6,60.0,1,1,1,2,1,0,1,3,1,6,1
2988,1,2,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
2989,1,1,1.0,3,40.0,1,1,2,1,1,0,1,2,0,0,0
2990,2,1,1.0,6,30.0,1,1,1,2,1,0,1,3,1,6,1
2991,1,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
2992,2,1,1.0,6,30.0,1,1,1,1,2,0,1,2,2,0,0
2993,2,1,2.0,6,30.0,1,1,1,1,1,2,1,3,2,4,0
2994,1,1,1.0,3,40.0,1,1,4,1,1,1,1,2,0,0,0
2995,2,1,2.0,6,30.0,1,9,1,1,2,6,1,3,4,4,0
2996,3,1,2.0,9,30.0,1,1,1,1,1,3,1,3,2,4,0
2997,3,2,1.0,6,30.0,4,1,1,1,1,3,1,2,3,5,0
2998,2,1,1.0,6,30.0,1,1,1,1,1,0,1,3,2,0,0
2999,1,1,1.0,6,30.0,1,2,2,1,1,0,1,2,2,0,0
3000,2,1,1.0,6,20.0,1,1,1,1,1,3,1,3,2,0,0
3001,2,1,1.0,6,30.0,1,9,1,2,2,0,1,2,4,6,0
3002,2,1,1.0,6,30.0,4,6,3,1,1,3,1,2,3,1,0
3003,3,1,2.0,6,30.0,4,1,2,1,1,0,1,3,3,5,0
3004,1,1,1.0,6,30.0,1,1,1,2,2,0,1,3,1,6,1
3005,3,1,1.0,2,30.0,4,1,1,2,1,0,1,3,0,3,0
3006,3,2,1.0,2,30.0,4,1,1,1,1,0,1,2,0,3,0
3007,3,1,1.0,6,30.0,4,1,1,1,1,0,1,3,3,5,0
3008,2,1,2.0,3,30.0,4,1,2,1,1,7,1,3,0,3,0
3009,2,1,2.0,6,30.0,1,1,1,1,1,6,1,3,2,4,0
3010,3,1,1.0,6,30.0,4,1,1,1,2,3,1,3,3,5,0
3011,2,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
3012,2,2,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
3013,3,2,1.0,6,30.0,4,1,1,1,1,3,1,3,3,5,0
3014,2,1,1.0,6,30.0,1,1,2,1,1,3,1,2,2,0,0
3015,2,1,1.0,6,30.0,1,1,1,1,2,3,1,3,2,0,0
3016,2,2,1.0,2,30.0,1,1,1,1,1,3,1,3,0,0,0
3017,1,1,1.0,3,30.0,1,1,1,1,1,3,1,2,0,0,0
3018,1,1,1.0,6,30.0,1,1,1,1,1,7,1,3,2,0,0
3019,3,1,1.0,6,30.0,1,1,1,1,2,3,1,3,2,0,0
3020,1,1,1.0,6,30.0,1,1,1,1,1,3,1,2,2,0,0
3021,1,1,2.0,6,30.0,1,1,1,1,1,3,1,3,2,4,0
3022,1,2,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
3023,3,1,1.0,2,30.0,1,1,1,1,1,3,1,2,0,0,0
3024,2,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
3025,2,1,1.0,6,30.0,1,1,1,1,1,3,1,3,2,0,0
3026,3,1,1.0,6,30.0,1,1,1,1,1,6,1,3,2,0,0
3027,2,2,1.0,2,30.0,1,2,2,1,1,3,1,3,0,0,0
3028,3,1,1.0,6,30.0,4,1,2,1,1,6,1,3,3,5,0
3029,2,1,2.0,6,30.0,1,1,1,1,1,6,1,3,2,4,0
